Trade #,Type,Signal,Date/Time,Price,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
19,Exit Short,S Stop,2018-01-20 01:00,1083.42,19.9941,-2083.89,-10.64,-13411.05,-2.35,4491.23,22.92,3274.87,16.71
19,Entry Short,Short,2018-01-16 07:00,980.02,19.9941,-2083.89,-10.64,-13411.05,-2.35,4491.23,22.92,3274.87,16.71
18,Exit Long,L Stop,2018-01-10 23:00,1166.61,35.5893,-4461.94,-9.71,-11327.16,-4.79,5284.43,11.50,4445.33,9.68
18,Entry Long,Long,2018-01-09 21:00,1291.00,35.5893,-4461.94,-9.71,-11327.16,-4.79,5284.43,11.50,4445.33,9.68
17,Exit Long,L Stop,2018-01-08 11:00,916.90,39.1113,2579.12,7.76,-6865.22,2.85,15198.26,45.70,1587.53,4.77
17,Entry Long,Long,2018-01-01 23:00,850.25,39.1113,2579.12,7.76,-6865.22,2.85,15198.26,45.70,1587.53,4.77
16,Exit Short,S Stop,2017-12-25 07:00,721.28,32.5882,-3662.34,-18.44,-9444.34,-3.89,3395.57,17.10,3652.93,18.39
16,Entry Short,Short,2017-12-22 05:00,609.43,32.5882,-3662.34,-18.44,-9444.34,-3.89,3395.57,17.10,3652.93,18.39
15,Exit Long,L Stop,2017-12-21 23:00,662.98,75.2234,11495.71,29.98,-5782.01,13.90,26704.77,69.65,1128.64,2.94
15,Entry Long,Long,2017-12-11 21:00,509.69,75.2234,11495.71,29.98,-5782.01,13.90,26704.77,69.65,1128.64,2.94
14,Exit Long,L Stop,2017-11-29 15:00,424.74,202.4922,18523.36,27.47,-17277.72,28.85,36834.71,54.63,3177.75,4.71
14,Entry Long,Long,2017-11-14 07:00,332.96,202.4922,18523.36,27.47,-17277.72,28.85,36834.71,54.63,3177.75,4.71
13,Exit Long,L Stop,2017-11-10 03:00,313.22,168.277,-2454.54,-4.45,-35801.08,-3.68,203.44,0.37,2433.46,4.41
13,Entry Long,Long,2017-11-09 13:00,327.55,168.277,-2454.54,-4.45,-35801.08,-3.68,203.44,0.37,2433.46,4.41
12,Exit Long,L Stop,2017-11-08 19:00,302.28,203.5302,-2380.57,-3.73,-33346.54,-3.45,790.61,1.24,2355.96,3.69
12,Entry Long,Long,2017-11-08 17:00,313.73,203.5302,-2380.57,-3.73,-33346.54,-3.45,790.61,1.24,2355.96,3.69
11,Exit Short,S Stop,2017-11-03 09:00,295.12,284.6507,-2292.28,-2.80,-30965.97,-3.21,3545.35,4.34,2258.68,2.76
11,Entry Short,Short,2017-11-01 21:00,287.30,284.6507,-2292.28,-2.80,-30965.97,-3.21,3545.35,4.34,2258.68,2.76
10,Exit Short,S Stop,2017-10-23 21:00,291.41,334.7734,-3216.96,-3.41,-28673.69,-4.32,3253.06,3.45,3177.94,3.37
10,Entry Short,Short,2017-10-23 07:00,282.03,334.7734,-3216.96,-3.41,-28673.69,-4.32,3253.06,3.45,3177.94,3.37
9,Exit Short,S Stop,2017-10-18 19:00,308.10,239.4189,-3761.34,-5.37,-25456.72,-4.80,1875.36,2.68,3731.84,5.33
9,Entry Short,Short,2017-10-18 11:00,292.63,239.4189,-3761.34,-5.37,-25456.72,-4.80,1875.36,2.68,3731.84,5.33
8,Exit Long,L Stop,2017-10-17 19:00,313.13,202.624,-3172.42,-4.77,-21695.38,-3.89,5134.21,7.71,3147.04,4.73
8,Entry Long,Long,2017-10-13 05:00,328.53,202.624,-3172.42,-4.77,-21695.38,-3.89,5134.21,7.71,3147.04,4.73
7,Exit Long,L Stop,2017-10-09 11:00,302.05,285.8561,-2313.94,-2.61,-18522.97,-2.76,2422.93,2.74,2279.41,2.57
7,Entry Long,Long,2017-10-06 21:00,309.90,285.8561,-2313.94,-2.61,-18522.97,-2.76,2422.93,2.74,2279.41,2.57
6,Exit Long,L Stop,2017-09-28 17:00,297.52,257.1752,-2922.14,-3.68,-16209.02,-3.37,1089.53,1.37,2891.54,3.64
6,Entry Long,Long,2017-09-27 17:00,308.64,257.1752,-2922.14,-3.68,-16209.02,-3.37,1089.53,1.37,2891.54,3.64
5,Exit Short,S Stop,2017-09-15 11:00,260.43,117.1395,-2600.44,-9.31,-13286.88,-2.91,5427.62,19.43,2588.24,9.27
5,Entry Short,Short,2017-09-14 09:00,238.43,117.1395,-2600.44,-9.31,-13286.88,-2.91,5427.62,19.43,2588.24,9.27
4,Exit Short,S Stop,2017-09-05 15:00,313.97,62.6149,-1859.62,-10.44,-10686.44,-2.04,3058.50,17.17,1870.55,10.50
4,Entry Short,Short,2017-09-04 05:00,284.51,62.6149,-1859.62,-10.44,-10686.44,-2.04,3058.50,17.17,1870.55,10.50
3,Exit Short,S Stop,2017-09-02 21:00,350.33,152.5234,-4057.08,-8.21,-8826.81,-4.26,0,0.00,4035.71,8.17
3,Entry Short,Short,2017-09-02 19:00,324.00,152.5234,-4057.08,-8.21,-8826.81,-4.26,0,0.00,4035.71,8.17
2,Exit Long,L Stop,2017-09-02 01:00,351.73,342.5794,-1217.08,-1.00,-4769.73,-1.26,13445.56,11.06,1514.89,1.25
2,Entry Long,Long,2017-08-29 03:00,355.00,342.5794,-1217.08,-1.00,-4769.73,-1.26,13445.56,11.06,1514.89,1.25
1,Exit Long,L Stop,2017-08-28 01:00,336.07,288.5128,-3552.65,-3.54,-3552.65,-3.55,793.63,0.79,3513.87,3.50
1,Entry Long,Long,2017-08-27 21:00,348.11,288.5128,-3552.65,-3.54,-3552.65,-3.55,793.63,0.79,3513.87,3.50
